customer_id,age,price,quantity,gender,payment_method,category,shopping_mall,invoice_date
C107832,27.0,600.17,1.0,Female,Credit Card,Shoes,Zorlu Center,24/02/2023
C107835,49.0,1800.51,3.0,Male,Credit Card,Shoes,Mall of Istanbul,1/1/2021
C107836,41.0,600.16,2.0,Female,Credit Card,Clothing,Metrocity,26/10/2021
C107837,39.0,71.68,2.0,Female,Cash,Toys,Zorlu Center,1/3/2021
C107838,62.0,35.19,3.0,Female,Debit Card,Souvenir,Metropol AVM,17/10/2022
C107851,46.0,81.32,2.0,Male,Cash,Cosmetics,Metrocity,18/06/2021
C107852,50.0,1200.32,4.0,Female,Debit Card,Clothing,Kanyon,3/3/2022
C107857,59.0,600.17,1.0,Female,Credit Card,Shoes,Kanyon,29/12/2022
C107863,27.0,1500.4,5.0,Female,Cash,Clothing,Forum Istanbul,11/9/2022
C107866,21.0,121.98,3.0,Female,Credit Card,Cosmetics,Kanyon,14/11/2021
C107872,69.0,75.75,5.0,Female,Credit Card,Books,Mall of Istanbul,16/04/2021
C107881,53.0,107.52,3.0,Female,Credit Card,Toys,Metropol AVM,6/7/2022
C107883,46.0,300.08,1.0,Female,Credit Card,Clothing,Emaar Square Mall,27/09/2022
C107885,69.0,15.69,3.0,Male,Cash,Food & Beverage,Kanyon,19/02/2023
C107886,19.0,81.32,2.0,Male,Cash,Cosmetics,Mall of Istanbul,5/9/2021
C107887,22.0,35.19,3.0,Female,Debit Card,Souvenir,Zorlu Center,24/07/2021
C107890,32.0,600.16,2.0,Female,Cash,Clothing,Viaport Outlet,23/04/2022
C107894,56.0,600.16,2.0,Female,Cash,Clothing,Istinye Park,20/07/2022
C107899,32.0,143.36,4.0,Male,Debit Card,Toys,Kanyon,7/10/2022
C107904,19.0,5.23,1.0,Female,Cash,Food & Beverage,Mall of Istanbul,13/09/2022
C107907,41.0,203.3,5.0,Male,Credit Card,Cosmetics,Mall of Istanbul,30/10/2021
C107911,24.0,1500.4,5.0,Male,Debit Card,Clothing,Cevahir AVM,4/5/2021
C107916,51.0,60.6,4.0,Female,Cash,Books,Mall of Istanbul,10/3/2021
C107918,35.0,600.16,2.0,Female,Cash,Clothing,Istinye Park,15/06/2022
C107919,44.0,1200.32,4.0,Male,Cash,Clothing,Metropol AVM,22/03/2022
C107924,23.0,600.16,2.0,Male,Cash,Clothing,Zorlu Center,17/08/2021
C107927,53.0,15.15,1.0,Female,Debit Card,Books,Mall of Istanbul,1/7/2022
C107930,54.0,4200.0,4.0,Male,Cash,Technology,Emaar Square Mall,14/05/2022
C107934,27.0,1500.4,5.0,Female,Debit Card,Clothing,Cevahir AVM,13/01/2023
C107937,37.0,143.36,4.0,Female,Cash,Toys,Mall of Istanbul,9/4/2022
C107940,62.0,20.92,4.0,Female,Cash,Food & Beverage,Kanyon,13/10/2021
C107944,41.0,162.64,4.0,Male,Debit Card,Cosmetics,Kanyon,16/12/2022
C107945,28.0,40.66,1.0,Female,Cash,Cosmetics,Istinye Park,11/8/2021
C107947,36.0,1800.51,3.0,Female,Credit Card,Shoes,Zorlu Center,9/9/2022
C107948,29.0,1500.4,5.0,Male,Debit Card,Clothing,Kanyon,26/01/2021
C107952,63.0,1200.32,4.0,Male,Cash,Clothing,Metropol AVM,4/12/2022
C107960,58.0,1800.51,3.0,Male,Credit Card,Shoes,Mall of Istanbul,19/04/2021
C107969,62.0,300.08,1.0,Male,Cash,Clothing,Viaport Outlet,23/06/2022
C107977,50.0,20.92,4.0,Female,Cash,Food & Beverage,Metrocity,24/05/2022
C107979,32.0,600.16,2.0,Female,Cash,Clothing,Istinye Park,7/8/2021
C107981,63.0,900.24,3.0,Male,Cash,Clothing,Cevahir AVM,14/08/2021
C107983,24.0,35.19,3.0,Male,Cash,Souvenir,Mall of Istanbul,19/08/2021
C107987,64.0,20.92,4.0,Male,Cash,Food & Beverage,Emaar Square Mall,25/02/2023
C107988,68.0,46.92,4.0,Female,Debit Card,Souvenir,Viaport Outlet,3/10/2021
C107989,50.0,600.16,2.0,Female,Credit Card,Clothing,Mall of Istanbul,7/2/2023
C107991,30.0,300.08,1.0,Female,Credit Card,Clothing,Cevahir AVM,22/05/2022
C107992,36.0,300.08,1.0,Male,Credit Card,Clothing,Metrocity,7/7/2021
C107996,55.0,900.24,3.0,Female,Cash,Clothing,Istinye Park,13/09/2021
C107997,65.0,75.75,5.0,Male,Cash,Books,Istinye Park,2/10/2021
C107998,34.0,179.2,5.0,Female,Credit Card,Toys,Metropol AVM,3/2/2021
C108001,65.0,81.32,2.0,Female,Credit Card,Cosmetics,Emaar Square Mall,12/6/2022
C108003,45.0,179.2,5.0,Male,Cash,Toys,Metropol AVM,31/12/2022
C108005,47.0,143.36,4.0,Female,Cash,Toys,Metropol AVM,13/12/2022
C108007,49.0,3000.85,5.0,Male,Debit Card,Shoes,Metropol AVM,23/11/2022
C108012,43.0,143.36,4.0,Male,Debit Card,Toys,Emaar Square Mall,20/05/2022
C108013,29.0,121.98,3.0,Female,Debit Card,Cosmetics,Kanyon,6/2/2023
C108016,52.0,600.16,2.0,Female,Credit Card,Clothing,Istinye Park,1/1/2022
C108019,52.0,203.3,5.0,Female,Debit Card,Cosmetics,Kanyon,24/08/2022
C108022,51.0,10.46,2.0,Female,Cash,Food & Beverage,Mall of Istanbul,12/5/2021
C108027,24.0,600.16,2.0,Male,Debit Card,Clothing,Cevahir AVM,30/04/2022
C108028,54.0,162.64,4.0,Female,Credit Card,Cosmetics,Kanyon,4/1/2022
C108029,67.0,1500.4,5.0,Female,Credit Card,Clothing,Metrocity,12/6/2021
C108031,66.0,600.16,2.0,Female,Debit Card,Clothing,Istinye Park,17/06/2022
C108032,50.0,26.15,5.0,Female,Cash,Food & Beverage,Emaar Square Mall,6/9/2022
C108034,65.0,600.16,2.0,Female,Cash,Clothing,Kanyon,26/02/2022
C108038,48.0,35.19,3.0,Male,Cash,Souvenir,Cevahir AVM,14/03/2021
C108041,28.0,81.32,2.0,Female,Credit Card,Cosmetics,Kanyon,8/7/2022
C108044,47.0,5.23,1.0,Male,Credit Card,Food & Beverage,Kanyon,25/11/2022
C108047,61.0,26.15,5.0,Female,Credit Card,Food & Beverage,Istinye Park,22/01/2021
C108048,59.0,15.15,1.0,Female,Credit Card,Books,Emaar Square Mall,7/1/2021
C108049,20.0,26.15,5.0,Female,Cash,Food & Beverage,Mall of Istanbul,6/3/2022
C108051,39.0,300.08,1.0,Male,Debit Card,Clothing,Cevahir AVM,19/08/2021
C108055,31.0,2400.68,4.0,Female,Cash,Shoes,Emaar Square Mall,3/9/2021
C108056,53.0,162.64,4.0,Male,Debit Card,Cosmetics,Forum Istanbul,5/9/2022
C108059,31.0,1200.34,2.0,Male,Cash,Shoes,Kanyon,14/06/2022
C108062,54.0,203.3,5.0,Female,Cash,Cosmetics,Mall of Istanbul,25/04/2022
C108064,30.0,203.3,5.0,Female,Credit Card,Cosmetics,Emaar Square Mall,9/1/2023
C108065,20.0,300.08,1.0,Female,Cash,Clothing,Metrocity,9/2/2021
C108067,25.0,30.3,2.0,Female,Cash,Books,Cevahir AVM,23/04/2022
C108070,44.0,1800.51,3.0,Male,Cash,Shoes,Metrocity,20/02/2023
C108072,45.0,15.69,3.0,Female,Debit Card,Food & Beverage,Mall of Istanbul,26/04/2021
C108073,43.0,162.64,4.0,Female,Credit Card,Cosmetics,Kanyon,1/12/2021
C108078,20.0,121.98,3.0,Female,Debit Card,Cosmetics,Mall of Istanbul,22/12/2021
C108079,59.0,5.23,1.0,Male,Credit Card,Food & Beverage,Mall of Istanbul,19/11/2021
C108082,59.0,1200.34,2.0,Male,Credit Card,Shoes,Emaar Square Mall,24/03/2021
C108085,18.0,1500.4,5.0,Female,Cash,Clothing,Metropol AVM,27/04/2022
C108087,26.0,11.73,1.0,Female,Cash,Souvenir,Mall of Istanbul,9/9/2021
C108091,20.0,3150.0,3.0,Female,Credit Card,Technology,Metrocity,22/06/2022
C108099,47.0,600.16,2.0,Female,Credit Card,Clothing,Cevahir AVM,24/01/2021
C108101,46.0,1200.34,2.0,Female,Credit Card,Shoes,Cevahir AVM,2/12/2022
C108103,57.0,35.84,1.0,Male,Debit Card,Toys,Kanyon,23/01/2021
C108106,50.0,300.08,1.0,Female,Credit Card,Clothing,Zorlu Center,1/5/2021
C108108,59.0,1800.51,3.0,Female,Debit Card,Shoes,Mall of Istanbul,3/12/2022
C108111,41.0,20.92,4.0,Male,Credit Card,Food & Beverage,Mall of Istanbul,22/02/2022
C108119,46.0,35.84,1.0,Female,Credit Card,Toys,Metropol AVM,30/04/2021
C108123,25.0,58.65,5.0,Female,Cash,Souvenir,Metropol AVM,8/5/2022
C108126,23.0,300.08,1.0,Male,Credit Card,Clothing,Emaar Square Mall,23/07/2022
C108130,59.0,15.69,3.0,Male,Credit Card,Food & Beverage,Metrocity,2/7/2021
C108131,59.0,600.16,2.0,Male,Cash,Clothing,Metrocity,19/01/2021
C108133,58.0,81.32,2.0,Female,Cash,Cosmetics,Viaport Outlet,17/09/2021
C108141,20.0,5.23,1.0,Female,Credit Card,Food & Beverage,Kanyon,8/3/2023
C108143,67.0,2400.68,4.0,Female,Cash,Shoes,Zorlu Center,28/02/2023
C108146,36.0,11.73,1.0,Male,Cash,Souvenir,Metrocity,3/7/2021
C108149,18.0,600.16,2.0,Female,Cash,Clothing,Kanyon,17/02/2021
C108163,32.0,40.66,1.0,Female,Cash,Cosmetics,Cevahir AVM,16/09/2022
C108168,56.0,3000.85,5.0,Male,Debit Card,Shoes,Kanyon,29/06/2022
C108169,22.0,1200.32,4.0,Female,Cash,Clothing,Istinye Park,18/03/2021
C108171,56.0,300.08,1.0,Female,Cash,Clothing,Emaar Square Mall,22/03/2021
C108173,63.0,179.2,5.0,Male,Credit Card,Toys,Kanyon,30/10/2022
C108174,63.0,900.24,3.0,Male,Cash,Clothing,Metrocity,25/11/2021
C108176,59.0,71.68,2.0,Female,Credit Card,Toys,Metropol AVM,4/2/2023
C108181,64.0,71.68,2.0,Female,Cash,Toys,Kanyon,22/02/2022
C108182,66.0,35.84,1.0,Female,Cash,Toys,Istinye Park,25/09/2021
C108183,42.0,3000.85,5.0,Female,Cash,Shoes,Istinye Park,31/03/2022
C108185,69.0,600.17,1.0,Male,Cash,Shoes,Cevahir AVM,23/06/2022
C108194,27.0,143.36,4.0,Male,Cash,Toys,Istinye Park,17/01/2021
C108196,38.0,2100.0,2.0,Male,Credit Card,Technology,Viaport Outlet,6/7/2021
C108208,28.0,600.17,1.0,Female,Cash,Shoes,Kanyon,26/12/2021
C108212,50.0,1200.32,4.0,Male,Debit Card,Clothing,Mall of Istanbul,7/1/2022
C108215,33.0,107.52,3.0,Female,Cash,Toys,Mall of Istanbul,26/08/2022
C108217,44.0,203.3,5.0,Female,Cash,Cosmetics,Metrocity,6/10/2021
C108219,55.0,40.66,1.0,Female,Credit Card,Cosmetics,Metropol AVM,20/04/2021
C108225,34.0,1500.4,5.0,Male,Cash,Clothing,Kanyon,1/10/2022
C108229,38.0,162.64,4.0,Female,Cash,Cosmetics,Mall of Istanbul,5/8/2022
C108231,31.0,300.08,1.0,Female,Cash,Clothing,Metrocity,19/08/2022
C108233,19.0,1200.32,4.0,Female,Cash,Clothing,Kanyon,31/05/2022
C108235,64.0,10.46,2.0,Female,Credit Card,Food & Beverage,Istinye Park,7/4/2022
C108237,47.0,900.24,3.0,Female,Credit Card,Clothing,Metrocity,30/03/2021
C108238,33.0,26.15,5.0,Male,Credit Card,Food & Beverage,Emaar Square Mall,9/1/2022
C108243,40.0,1500.4,5.0,Female,Cash,Clothing,Mall of Istanbul,8/2/2023
C108245,53.0,58.65,5.0,Male,Debit Card,Souvenir,Cevahir AVM,18/05/2021
C108246,35.0,203.3,5.0,Male,Credit Card,Cosmetics,Mall of Istanbul,11/2/2021
C108249,44.0,300.08,1.0,Female,Cash,Clothing,Mall of Istanbul,2/2/2023
C108253,51.0,600.17,1.0,Female,Credit Card,Shoes,Metrocity,19/02/2023
C108254,58.0,26.15,5.0,Female,Cash,Food & Beverage,Zorlu Center,27/11/2022
C108255,32.0,600.16,2.0,Female,Cash,Clothing,Kanyon,25/07/2022
C108256,19.0,900.24,3.0,Male,Credit Card,Clothing,Metrocity,19/02/2023
C108259,19.0,26.15,5.0,Male,Credit Card,Food & Beverage,Istinye Park,14/01/2022
C108260,49.0,4200.0,4.0,Male,Cash,Technology,Zorlu Center,15/06/2021
C108263,69.0,121.98,3.0,Female,Cash,Cosmetics,Metrocity,19/08/2021
C108265,58.0,203.3,5.0,Female,Cash,Cosmetics,Cevahir AVM,27/07/2021
C108266,35.0,121.98,3.0,Male,Debit Card,Cosmetics,Zorlu Center,17/06/2022
C108268,62.0,20.92,4.0,Male,Cash,Food & Beverage,Forum Istanbul,26/09/2021
C108269,26.0,1200.34,2.0,Female,Credit Card,Shoes,Istinye Park,17/11/2022
C108277,53.0,1500.4,5.0,Male,Cash,Clothing,Kanyon,18/04/2022
C108278,66.0,5.23,1.0,Female,Credit Card,Food & Beverage,Kanyon,1/4/2021
C108281,37.0,5250.0,5.0,Female,Credit Card,Technology,Mall of Istanbul,11/7/2022
C108296,39.0,600.16,2.0,Female,Cash,Clothing,Emaar Square Mall,30/09/2022
C108301,22.0,10.46,2.0,Male,Debit Card,Food & Beverage,Viaport Outlet,25/06/2022
C108312,52.0,81.32,2.0,Male,Credit Card,Cosmetics,Metrocity,27/03/2021
C108318,36.0,121.98,3.0,Female,Cash,Cosmetics,Kanyon,14/03/2022
C108319,61.0,1500.4,5.0,Female,Cash,Clothing,Kanyon,4/2/2021
C108320,18.0,2400.68,4.0,Male,Credit Card,Shoes,Kanyon,6/6/2021
C108322,39.0,3000.85,5.0,Female,Credit Card,Shoes,Cevahir AVM,21/07/2021
C108324,64.0,300.08,1.0,Female,Cash,Clothing,Cevahir AVM,30/05/2021
C108325,39.0,4200.0,4.0,Female,Credit Card,Technology,Forum Istanbul,29/11/2022
C108327,69.0,26.15,5.0,Female,Cash,Food & Beverage,Zorlu Center,30/05/2022
C108330,64.0,300.08,1.0,Female,Cash,Clothing,Cevahir AVM,9/8/2021
C108333,58.0,58.65,5.0,Male,Credit Card,Souvenir,Kanyon,14/02/2021
C108336,39.0,3150.0,3.0,Female,Credit Card,Technology,Mall of Istanbul,11/9/2021
C108337,39.0,121.98,3.0,Female,Debit Card,Cosmetics,Kanyon,5/4/2022
C108345,55.0,600.16,2.0,Female,Credit Card,Clothing,Mall of Istanbul,8/10/2022
C108350,45.0,26.15,5.0,Female,Cash,Food & Beverage,Kanyon,15/11/2021
C108351,30.0,300.08,1.0,Female,Cash,Clothing,Kanyon,10/2/2023
C108358,55.0,1200.32,4.0,Female,Credit Card,Clothing,Viaport Outlet,19/10/2022
C108362,44.0,20.92,4.0,Female,Cash,Food & Beverage,Zorlu Center,4/1/2021
C108366,63.0,1500.4,5.0,Female,Cash,Clothing,Istinye Park,18/03/2022
C108367,52.0,15.69,3.0,Male,Debit Card,Food & Beverage,Kanyon,12/4/2022
C108368,68.0,15.69,3.0,Male,Debit Card,Food & Beverage,Istinye Park,22/10/2022
C108371,31.0,40.66,1.0,Male,Cash,Cosmetics,Istinye Park,27/12/2021
C108373,47.0,75.75,5.0,Female,Cash,Books,Forum Istanbul,3/9/2022
C108375,55.0,300.08,1.0,Female,Credit Card,Clothing,Istinye Park,19/05/2021
C108377,61.0,900.24,3.0,Male,Debit Card,Clothing,Mall of Istanbul,3/8/2022
C108379,49.0,1200.34,2.0,Male,Cash,Shoes,Metrocity,21/11/2021
C108381,44.0,600.17,1.0,Female,Credit Card,Shoes,Istinye Park,12/11/2021
C108383,59.0,30.3,2.0,Male,Credit Card,Books,Cevahir AVM,11/11/2021
C108387,41.0,15.69,3.0,Female,Cash,Food & Beverage,Istinye Park,6/1/2022
C108388,39.0,75.75,5.0,Female,Debit Card,Books,Mall of Istanbul,15/12/2022
C108389,56.0,300.08,1.0,Male,Debit Card,Clothing,Metropol AVM,2/10/2021
C108392,47.0,900.24,3.0,Male,Debit Card,Clothing,Viaport Outlet,2/12/2021
C108396,47.0,5.23,1.0,Male,Debit Card,Food & Beverage,Metrocity,3/12/2022
C108398,22.0,900.24,3.0,Female,Credit Card,Clothing,Kanyon,29/12/2021
C108399,64.0,179.2,5.0,Female,Debit Card,Toys,Metrocity,18/03/2021
C108400,44.0,20.92,4.0,Female,Credit Card,Food & Beverage,Metropol AVM,15/11/2022
C108408,20.0,1050.0,1.0,Male,Cash,Technology,Metrocity,26/02/2022
C108410,23.0,300.08,1.0,Female,Debit Card,Clothing,Metropol AVM,28/03/2021
C108412,24.0,15.15,1.0,Male,Credit Card,Books,Kanyon,31/03/2022
C108419,19.0,5250.0,5.0,Male,Cash,Technology,Mall of Istanbul,12/1/2022
C108424,36.0,143.36,4.0,Female,Cash,Toys,Kanyon,6/10/2022
C108431,60.0,300.08,1.0,Female,Cash,Clothing,Emaar Square Mall,3/3/2023
C108438,62.0,1050.0,1.0,Female,Credit Card,Technology,Istinye Park,20/04/2021
C108441,30.0,162.64,4.0,Female,Credit Card,Cosmetics,Metropol AVM,27/01/2023
C108444,65.0,5.23,1.0,Female,Credit Card,Food & Beverage,Metropol AVM,21/01/2023
C108445,27.0,600.16,2.0,Female,Cash,Clothing,Mall of Istanbul,15/09/2021
C108450,48.0,15.69,3.0,Male,Cash,Food & Beverage,Metropol AVM,31/12/2022
C108451,28.0,1500.4,5.0,Female,Credit Card,Clothing,Mall of Istanbul,15/05/2022
C108452,27.0,71.68,2.0,Female,Cash,Toys,Kanyon,28/12/2021
C108453,66.0,1500.4,5.0,Female,Debit Card,Clothing,Metropol AVM,21/04/2021
C108455,56.0,5.23,1.0,Female,Cash,Food & Beverage,Kanyon,17/10/2021
C108465,35.0,1200.32,4.0,Male,Debit Card,Clothing,Zorlu Center,5/2/2021
C108467,19.0,1800.51,3.0,Female,Credit Card,Shoes,Metrocity,14/12/2022
C108468,67.0,81.32,2.0,Female,Debit Card,Cosmetics,Zorlu Center,27/04/2021
C108469,20.0,203.3,5.0,Male,Debit Card,Cosmetics,Viaport Outlet,15/05/2022
C108474,61.0,4200.0,4.0,Female,Cash,Technology,Metrocity,30/08/2022
C108485,63.0,1200.34,2.0,Male,Debit Card,Shoes,Istinye Park,11/6/2022
C108487,26.0,300.08,1.0,Female,Cash,Clothing,Mall of Istanbul,4/8/2022
C108493,36.0,26.15,5.0,Female,Cash,Food & Beverage,Viaport Outlet,8/2/2023
C108497,49.0,143.36,4.0,Female,Cash,Toys,Mall of Istanbul,2/10/2022
C108508,51.0,600.17,1.0,Female,Cash,Shoes,Forum Istanbul,5/3/2021
C108510,31.0,5.23,1.0,Female,Cash,Food & Beverage,Metropol AVM,29/12/2021
C108524,65.0,71.68,2.0,Male,Cash,Toys,Kanyon,9/6/2021
C108525,33.0,600.16,2.0,Female,Credit Card,Clothing,Zorlu Center,19/02/2021
C108526,26.0,600.16,2.0,Female,Credit Card,Clothing,Kanyon,25/07/2022
C108527,62.0,5.23,1.0,Female,Debit Card,Food & Beverage,Metropol AVM,19/04/2022
C108530,28.0,2400.68,4.0,Female,Cash,Shoes,Metropol AVM,2/5/2021
C108532,19.0,1200.32,4.0,Male,Credit Card,Clothing,Mall of Istanbul,4/3/2022
C108537,26.0,900.24,3.0,Male,Credit Card,Clothing,Kanyon,8/5/2022
C108540,64.0,35.84,1.0,Male,Cash,Toys,Istinye Park,15/09/2022
C108544,63.0,1800.51,3.0,Female,Cash,Shoes,Kanyon,16/03/2022
C108549,32.0,121.98,3.0,Female,Cash,Cosmetics,Mall of Istanbul,16/08/2022
C108553,30.0,162.64,4.0,Male,Cash,Cosmetics,Metropol AVM,4/1/2022
C108554,64.0,15.69,3.0,Female,Cash,Food & Beverage,Zorlu Center,23/05/2022
C108555,59.0,600.16,2.0,Female,Cash,Clothing,Kanyon,17/07/2021
C108556,18.0,3000.85,5.0,Female,Cash,Shoes,Kanyon,25/05/2022
C108560,67.0,1200.34,2.0,Male,Debit Card,Shoes,Cevahir AVM,17/04/2021
C108561,44.0,5.23,1.0,Female,Cash,Food & Beverage,Metropol AVM,2/11/2022
C108563,25.0,1050.0,1.0,Male,Credit Card,Technology,Mall of Istanbul,2/1/2021
C108565,20.0,1200.32,4.0,Female,Cash,Clothing,Viaport Outlet,23/03/2022
C108567,36.0,300.08,1.0,Female,Credit Card,Clothing,Metrocity,13/03/2022
C108572,57.0,15.69,3.0,Male,Cash,Food & Beverage,Zorlu Center,9/9/2022
C108581,60.0,1500.4,5.0,Male,Cash,Clothing,Mall of Istanbul,2/3/2023
C108589,30.0,203.3,5.0,Female,Cash,Cosmetics,Mall of Istanbul,3/7/2022
C108591,28.0,300.08,1.0,Female,Credit Card,Clothing,Metropol AVM,21/01/2023
C108593,26.0,3000.85,5.0,Male,Credit Card,Shoes,Metropol AVM,12/9/2021
C108595,39.0,1200.32,4.0,Male,Cash,Clothing,Istinye Park,17/12/2022
C108596,27.0,46.92,4.0,Female,Debit Card,Souvenir,Mall of Istanbul,11/7/2022
C108599,64.0,1500.4,5.0,Male,Cash,Clothing,Mall of Istanbul,18/05/2022
C108600,59.0,5250.0,5.0,Female,Debit Card,Technology,Mall of Istanbul,23/05/2021
C108602,37.0,121.98,3.0,Female,Credit Card,Cosmetics,Mall of Istanbul,30/10/2022
C108604,39.0,162.64,4.0,Female,Debit Card,Cosmetics,Zorlu Center,11/2/2021
C108606,39.0,107.52,3.0,Female,Credit Card,Toys,Istinye Park,21/08/2022
C108607,48.0,60.6,4.0,Female,Debit Card,Books,Forum Istanbul,15/06/2021
C108614,34.0,35.84,1.0,Female,Credit Card,Toys,Emaar Square Mall,4/10/2022
C108616,20.0,300.08,1.0,Female,Cash,Clothing,Metropol AVM,10/2/2021
C108625,59.0,179.2,5.0,Male,Cash,Toys,Istinye Park,8/9/2021
C108627,38.0,3000.85,5.0,Female,Credit Card,Shoes,Forum Istanbul,8/9/2022
C108631,47.0,30.3,2.0,Female,Credit Card,Books,Mall of Istanbul,31/05/2021
C108633,27.0,20.92,4.0,Male,Debit Card,Food & Beverage,Mall of Istanbul,3/8/2022
C108638,57.0,162.64,4.0,Female,Debit Card,Cosmetics,Metropol AVM,20/01/2022
C108639,46.0,20.92,4.0,Male,Debit Card,Food & Beverage,Cevahir AVM,21/07/2022
C108640,19.0,1200.32,4.0,Female,Credit Card,Clothing,Mall of Istanbul,19/07/2021
C108643,69.0,40.66,1.0,Male,Cash,Cosmetics,Emaar Square Mall,21/01/2023
C108644,38.0,11.73,1.0,Female,Debit Card,Souvenir,Kanyon,8/1/2023
C108645,48.0,203.3,5.0,Male,Cash,Cosmetics,Kanyon,26/02/2023
C108654,62.0,10.46,2.0,Male,Credit Card,Food & Beverage,Metropol AVM,11/2/2022
C108656,23.0,35.19,3.0,Female,Cash,Souvenir,Metropol AVM,1/3/2022
C108659,23.0,1200.34,2.0,Male,Credit Card,Shoes,Metrocity,17/07/2022
C108662,41.0,5.23,1.0,Female,Cash,Food & Beverage,Istinye Park,29/11/2022
C108674,56.0,46.92,4.0,Female,Debit Card,Souvenir,Kanyon,27/02/2021
C108677,20.0,2400.68,4.0,Female,Credit Card,Shoes,Viaport Outlet,2/4/2021
C108683,59.0,40.66,1.0,Male,Debit Card,Cosmetics,Metrocity,7/9/2021
C108685,48.0,81.32,2.0,Female,Debit Card,Cosmetics,Metrocity,14/05/2021
C108689,64.0,15.69,3.0,Female,Credit Card,Food & Beverage,Kanyon,25/07/2021
C108690,23.0,600.17,1.0,Female,Cash,Shoes,Kanyon,2/1/2022
C108695,36.0,900.24,3.0,Male,Credit Card,Clothing,Mall of Istanbul,30/12/2022
C108698,25.0,35.84,1.0,Male,Cash,Toys,Istinye Park,6/10/2021
C108702,40.0,2400.68,4.0,Female,Credit Card,Shoes,Mall of Istanbul,23/02/2021
C108704,61.0,300.08,1.0,Female,Cash,Clothing,Cevahir AVM,20/06/2022
C108705,27.0,11.73,1.0,Male,Credit Card,Souvenir,Metrocity,29/04/2021
C108707,28.0,40.66,1.0,Male,Cash,Cosmetics,Metrocity,5/11/2021
C108711,20.0,26.15,5.0,Male,Credit Card,Food & Beverage,Forum Istanbul,27/09/2021
C108713,66.0,71.68,2.0,Male,Credit Card,Toys,Mall of Istanbul,19/03/2021
C108716,52.0,1200.32,4.0,Female,Cash,Clothing,Kanyon,11/2/2021
C108720,51.0,60.6,4.0,Female,Debit Card,Books,Metropol AVM,19/11/2021
C108727,20.0,20.92,4.0,Male,Credit Card,Food & Beverage,Metrocity,12/2/2023
C108729,36.0,71.68,2.0,Female,Credit Card,Toys,Kanyon,16/04/2021
C108731,67.0,1800.51,3.0,Female,Cash,Shoes,Kanyon,3/3/2022
C108733,46.0,26.15,5.0,Female,Cash,Food & Beverage,Metrocity,5/1/2022
C108735,35.0,3000.85,5.0,Female,Credit Card,Shoes,Mall of Istanbul,17/02/2022
C108738,68.0,900.24,3.0,Male,Cash,Clothing,Kanyon,28/12/2022
C108746,40.0,26.15,5.0,Female,Credit Card,Food & Beverage,Metrocity,14/04/2022
C108749,36.0,600.16,2.0,Male,Debit Card,Clothing,Kanyon,6/7/2021
C108752,41.0,3000.85,5.0,Female,Cash,Shoes,Mall of Istanbul,14/08/2021
C108755,56.0,1200.34,2.0,Female,Cash,Shoes,Mall of Istanbul,20/11/2021
C108756,45.0,121.98,3.0,Female,Credit Card,Cosmetics,Istinye Park,27/01/2023
C108757,35.0,300.08,1.0,Female,Credit Card,Clothing,Kanyon,13/07/2021
C108759,38.0,900.24,3.0,Female,Credit Card,Clothing,Metrocity,4/3/2021
C108760,49.0,40.66,1.0,Male,Cash,Cosmetics,Kanyon,31/08/2022
C108763,52.0,203.3,5.0,Female,Debit Card,Cosmetics,Metropol AVM,7/2/2023
C108765,47.0,600.17,1.0,Female,Cash,Shoes,Istinye Park,7/7/2022
C108770,20.0,26.15,5.0,Male,Cash,Food & Beverage,Mall of Istanbul,5/10/2021
C108771,27.0,900.24,3.0,Male,Debit Card,Clothing,Metropol AVM,26/03/2022
C108776,28.0,203.3,5.0,Male,Cash,Cosmetics,Metropol AVM,3/10/2021
C108778,18.0,179.2,5.0,Female,Credit Card,Toys,Mall of Istanbul,8/8/2022
C108780,47.0,162.64,4.0,Male,Debit Card,Cosmetics,Mall of Istanbul,26/10/2021
C108785,61.0,30.3,2.0,Female,Credit Card,Books,Kanyon,4/10/2022
C108787,64.0,10.46,2.0,Female,Credit Card,Food & Beverage,Kanyon,20/06/2021
C108789,56.0,46.92,4.0,Male,Cash,Souvenir,Viaport Outlet,16/10/2021
C108791,67.0,26.15,5.0,Female,Debit Card,Food & Beverage,Mall of Istanbul,27/02/2022
C108792,51.0,600.17,1.0,Male,Cash,Shoes,Mall of Istanbul,1/9/2021
C108794,34.0,300.08,1.0,Male,Cash,Clothing,Metrocity,3/11/2021
C108796,23.0,58.65,5.0,Female,Debit Card,Souvenir,Metrocity,13/09/2022
C108797,43.0,1500.4,5.0,Male,Credit Card,Clothing,Mall of Istanbul,14/07/2021
C108798,24.0,1200.34,2.0,Female,Credit Card,Shoes,Mall of Istanbul,31/07/2021
C108801,51.0,1200.32,4.0,Female,Credit Card,Clothing,Kanyon,12/1/2023
C108803,31.0,1200.34,2.0,Male,Credit Card,Shoes,Istinye Park,26/05/2021
C108808,26.0,35.84,1.0,Female,Credit Card,Toys,Istinye Park,16/01/2023
C108815,33.0,1500.4,5.0,Male,Cash,Clothing,Emaar Square Mall,20/10/2021
C108820,55.0,1200.32,4.0,Female,Debit Card,Clothing,Istinye Park,4/2/2022
C108821,62.0,30.3,2.0,Male,Credit Card,Books,Kanyon,12/7/2021
C108822,64.0,600.17,1.0,Male,Credit Card,Shoes,Kanyon,25/10/2022
